compound,lap_age,track_temp,degradation_percent,lap_time_loss
Hard,26,38.3,10.47,0.526
Medium,38,48.6,79.61,3.448
Hard,43,41.9,16.2,0.626
Soft,33,40.8,100.0,3.993
Soft,10,43.5,73.52,2.889
Soft,1,51.9,3.97,0.166
Hard,45,46.1,18.74,0.801
Medium,13,43.2,22.4,1.123
Hard,22,52.1,9.36,0.383
Medium,22,37.7,37.78,1.813
Hard,44,18.4,15.14,0.73
Hard,33,34.9,11.03,0.506
Soft,40,46.3,100.0,4.777
Soft,7,43.8,43.91,1.96
Medium,42,52.4,96.75,3.823
Soft,10,26.0,37.11,1.641
Hard,29,50.1,12.58,0.506
Hard,31,45.9,12.24,0.509
Hard,31,45.4,12.69,0.492
Hard,4,22.7,1.32,0.054
Soft,32,52.5,100.0,3.898
Medium,33,26.7,52.74,2.188
Medium,7,39.1,9.8,0.491
Hard,6,31.6,1.9,0.082
Soft,2,47.0,9.62,0.455
Medium,39,38.6,68.7,3.353
Hard,11,35.4,3.62,0.152
Soft,31,16.7,68.28,3.35
Hard,14,49.1,5.84,0.242
Medium,43,26.0,63.89,2.637
Soft,21,44.6,100.0,4.055
Hard,40,18.6,12.39,0.515
Medium,33,19.6,41.31,1.671
Soft,3,18.3,3.74,0.186
Hard,44,34.5,16.25,0.702
Medium,25,22.0,29.37,1.502
Soft,40,17.1,100.0,4.519
Soft,8,25.7,25.75,1.254
Medium,27,26.4,39.81,1.704
Soft,24,21.1,86.76,3.455
Hard,15,50.5,5.8,0.271
Soft,6,24.6,15.36,0.713
Hard,44,54.2,20.49,0.944
Soft,37,20.3,100.0,4.961
Hard,18,35.3,6.62,0.306
Medium,17,41.7,30.89,1.297
Hard,28,20.6,8.8,0.437
Hard,3,26.6,0.88,0.044
Soft,43,19.3,100.0,4.381
Hard,16,38.5,6.41,0.315
Medium,6,49.9,9.22,0.391
Hard,23,34.4,8.38,0.411
Hard,20,21.4,6.02,0.302
Hard,34,41.7,13.02,0.565
Soft,35,39.4,100.0,4.163
Soft,30,52.1,100.0,3.928
Hard,6,24.0,1.85,0.086
Medium,21,25.4,26.47,1.089
Medium,30,50.8,62.16,3.03
Medium,7,54.9,11.76,0.474
Medium,7,21.6,6.62,0.322
Soft,45,23.1,100.0,4.109
Soft,11,26.5,39.54,1.635
Medium,9,16.7,7.87,0.308
Medium,22,23.7,28.42,1.449
Soft,27,24.4,100.0,5.063
Hard,35,41.6,13.86,0.622
Medium,13,24.0,14.9,0.589
Soft,33,28.7,100.0,5.131
Medium,23,29.3,36.88,1.855
Soft,26,52.8,100.0,3.943
Hard,17,47.0,7.04,0.304
Soft,3,37.3,11.09,0.5
Hard,44,38.1,18.59,0.879
Hard,7,51.5,2.87,0.133
Medium,11,37.5,16.34,0.821
Hard,15,26.4,5.28,0.202
Medium,12,23.0,14.71,0.71
Medium,21,22.5,25.25,1.03
Hard,43,33.1,14.67,0.679
Soft,40,15.5,78.81,3.999
Hard,43,52.7,17.24,0.694
Soft,40,53.8,100.0,3.868
Soft,39,40.8,100.0,5.129
Medium,14,19.5,14.08,0.564
Hard,14,15.2,4.24,0.208
Medium,10,27.2,11.92,0.494
Hard,1,51.9,0.33,0.013
Soft,23,34.8,100.0,5.097
Medium,38,54.4,85.2,3.608
Soft,36,54.6,100.0,4.715
Medium,10,54.9,18.2,0.849
Soft,2,32.6,5.44,0.254
Soft,22,20.7,78.87,3.241
Soft,36,33.5,100.0,4.307
Medium,25,29.3,40.65,2.066
Hard,3,17.1,0.81,0.042
Soft,29,32.5,100.0,4.723
Soft,14,18.9,29.89,1.484
Medium,5,16.0,3.6,0.148
Medium,34,29.0,57.86,2.4
Medium,41,24.5,58.53,2.869
Hard,5,44.8,1.84,0.09
Medium,32,18.0,38.04,1.897
Soft,6,22.0,14.08,0.64
Soft,26,22.7,100.0,5.137
Medium,7,18.7,6.52,0.295
Soft,13,53.2,100.0,3.896
Medium,9,24.3,8.96,0.347
Medium,43,26.8,71.36,2.898
Medium,10,49.6,16.42,0.664
Medium,25,28.5,39.27,1.875
Medium,31,30.0,52.36,2.308
Soft,19,29.8,100.0,5.11
Soft,13,30.4,62.93,3.256
Medium,10,48.3,16.29,0.658
Medium,27,32.0,46.61,2.252
Soft,10,31.4,50.29,2.188
Medium,19,40.8,33.89,1.423
Medium,21,52.6,47.14,1.99
Soft,44,16.7,100.0,4.401
Soft,23,26.6,100.0,3.896
Medium,14,34.3,21.1,1.076
Hard,25,16.6,8.1,0.341
Hard,39,34.4,15.84,0.621
Medium,2,19.9,1.43,0.061
Hard,38,29.8,14.82,0.586
Hard,40,44.2,16.65,0.7
Soft,16,15.2,22.01,1.043
Medium,13,48.6,23.67,1.217
Soft,45,36.0,100.0,3.861
Hard,15,28.5,5.31,0.23
Medium,32,40.8,67.86,2.987
Medium,16,40.3,26.6,1.292
Medium,36,37.6,71.49,3.201
Soft,22,44.3,100.0,4.678
Hard,3,44.2,1.13,0.047
Hard,10,46.9,3.69,0.167
Hard,31,50.4,12.92,0.505
Hard,28,35.9,10.68,0.471
Medium,11,45.5,17.63,0.855
Soft,21,36.2,100.0,4.37
Medium,33,42.0,71.47,3.308
Medium,6,19.3,5.89,0.273
Soft,43,51.2,100.0,4.208
Medium,4,40.8,5.28,0.246
Soft,29,28.4,100.0,5.04
Soft,0,44.0,0.0,0.0
Medium,39,40.6,73.81,2.897
Hard,31,29.0,9.98,0.409
Soft,2,37.5,6.2,0.244
Hard,40,15.8,12.25,0.602
Medium,6,39.9,8.2,0.392
Hard,18,17.8,5.13,0.226
Medium,33,53.1,75.92,3.704
Soft,9,43.4,68.7,3.298
Hard,17,16.6,5.73,0.254
Soft,2,45.0,9.06,0.406
Hard,29,19.1,8.95,0.443
Hard,3,37.1,1.0,0.048
Medium,13,53.8,23.62,1.036
Hard,9,32.9,3.15,0.141
Medium,3,18.4,2.07,0.091
Hard,41,47.6,16.8,0.654
Hard,44,33.5,14.96,0.616
Medium,40,42.0,87.67,3.805
Soft,34,15.3,61.06,2.77
Medium,15,47.4,25.25,1.136
Soft,6,15.2,5.35,0.215
Hard,7,21.8,2.12,0.105
Hard,2,27.7,0.65,0.025
Soft,34,51.3,100.0,4.589
Medium,37,19.5,50.87,2.575
Medium,39,35.7,71.98,2.816
Soft,18,39.6,100.0,4.894
Medium,14,48.4,26.28,1.269
Medium,7,37.7,9.07,0.364
Hard,21,35.3,7.47,0.329
Soft,6,17.5,8.91,0.343
Soft,20,25.1,86.51,4.26
Medium,20,28.1,30.67,1.465
Hard,10,51.0,3.6,0.163
Soft,20,48.4,100.0,4.534
Medium,44,33.7,78.09,3.869
Medium,0,54.3,0.0,0.0
Medium,41,45.7,89.11,3.703
Medium,11,24.1,12.94,0.605
Medium,32,32.7,58.75,2.916
Soft,9,15.1,8.99,0.355
Soft,39,47.1,100.0,4.142
Hard,26,33.0,10.02,0.49
Medium,17,27.3,24.42,0.993
Hard,31,37.2,11.68,0.477
Soft,2,51.8,10.72,0.499
Soft,2,42.9,8.46,0.371
Medium,27,22.0,34.22,1.601
Hard,38,49.0,17.16,0.728
Hard,38,17.8,13.53,0.525
Hard,31,19.9,9.98,0.492
Hard,20,49.6,8.85,0.454
Hard,32,48.9,13.75,0.695
Medium,29,33.5,53.03,2.204
Hard,28,19.5,8.54,0.346
Hard,37,23.5,13.47,0.61
Medium,13,20.8,14.98,0.608
Medium,24,32.0,36.35,1.761
Hard,40,26.6,14.04,0.595
Hard,18,54.2,7.73,0.331
Medium,41,17.3,55.46,2.144
Soft,9,40.7,64.07,2.653
Medium,20,45.3,41.03,1.881
Medium,12,37.2,18.24,0.94
Soft,8,54.2,70.27,3.595
Hard,15,23.7,4.78,0.216
Soft,8,46.0,59.83,3.067
Medium,23,45.8,46.88,1.985
Hard,9,41.6,3.6,0.185
Hard,39,36.9,13.68,0.566
Hard,29,40.6,10.22,0.475
Medium,43,33.3,85.13,3.37
Medium,5,19.6,4.0,0.194
Hard,6,40.5,2.28,0.094
Medium,15,39.4,22.84,0.896
Medium,34,33.5,61.54,2.69
Soft,36,46.0,100.0,5.038
Medium,40,29.6,64.65,2.856
Hard,38,45.1,16.12,0.643
Medium,4,16.5,3.35,0.153
Soft,3,16.2,2.64,0.11
Soft,0,16.4,0.0,0.0
Soft,43,30.0,100.0,4.215
Medium,41,31.5,66.58,2.554
Hard,33,21.9,11.83,0.602
Medium,28,31.7,42.63,2.0
Soft,19,24.9,86.81,3.858
Soft,38,35.1,100.0,4.988
Soft,17,19.4,47.8,2.451
Medium,18,20.4,19.58,0.959
Hard,16,44.2,6.62,0.278
Soft,32,44.3,100.0,4.808
Hard,4,31.5,1.25,0.06
Hard,34,44.1,14.44,0.729
Soft,22,36.3,100.0,4.175
Hard,37,26.7,13.92,0.558
Hard,37,34.4,14.66,0.689
Medium,38,33.3,67.94,3.463
Hard,11,22.5,3.71,0.159
Hard,18,16.1,5.71,0.24
Soft,1,15.4,0.47,0.022
Medium,7,19.4,6.94,0.31
Hard,20,47.0,7.71,0.354
Hard,2,43.9,0.68,0.032
Medium,24,52.3,57.42,2.53
Soft,13,24.5,45.8,1.901
Hard,0,16.3,0.0,0.0
Hard,22,44.5,9.36,0.433
Hard,11,49.7,4.19,0.2
Medium,31,41.7,57.39,2.331
Medium,10,27.5,12.12,0.601
Soft,7,23.8,17.4,0.857
Soft,28,29.0,100.0,4.725
Medium,35,22.8,45.31,1.913
Hard,40,22.1,13.08,0.56
Hard,19,27.5,6.54,0.328
Medium,4,33.3,4.11,0.175
Hard,38,23.6,14.0,0.662
Hard,37,18.4,10.99,0.472
Medium,34,50.9,82.39,3.345
Medium,10,43.9,16.15,0.751
Medium,12,41.9,18.37,0.734
Soft,9,15.0,9.95,0.399
Hard,26,41.4,10.34,0.494
Hard,18,21.1,6.02,0.269
Soft,20,23.9,85.54,4.184
Soft,44,38.6,100.0,4.836
Medium,2,48.1,2.44,0.113
Hard,41,20.1,14.27,0.606
Hard,25,35.7,9.33,0.392
Soft,26,26.4,100.0,4.102
Soft,5,27.8,16.03,0.766
Medium,19,53.6,37.66,1.821
Soft,6,35.7,27.81,1.324
Soft,45,24.8,100.0,4.162
Soft,43,29.8,100.0,4.264
Soft,9,38.8,51.56,2.542
Medium,5,23.0,5.12,0.254
Hard,15,47.0,5.87,0.259
Hard,42,26.6,14.15,0.603
Medium,19,51.9,37.01,1.418
Hard,18,46.3,7.5,0.364
Medium,31,33.8,50.82,2.388
Medium,26,47.9,56.89,2.784
Soft,32,23.4,100.0,4.096
Soft,23,23.9,100.0,5.025
Hard,27,22.9,8.71,0.419
Medium,44,35.2,80.84,4.047
Medium,3,22.5,2.75,0.118
Medium,24,32.1,34.34,1.492
Hard,43,29.3,15.53,0.67
Soft,27,18.3,68.55,3.097
Medium,23,28.8,35.96,1.477
Medium,16,34.9,26.26,1.234
Medium,4,22.2,3.4,0.161
Medium,12,37.8,18.32,0.828
Soft,20,38.3,100.0,3.893
Soft,4,37.1,17.62,0.676
Hard,31,19.2,10.35,0.47
Hard,7,38.7,2.58,0.119
Hard,9,34.1,3.15,0.142
Hard,14,37.4,5.44,0.278
Hard,30,50.0,11.46,0.502
Soft,6,48.9,46.93,2.09
Medium,29,31.8,42.49,1.919
Hard,27,43.5,10.97,0.467
Soft,8,31.5,34.19,1.669
Medium,8,42.4,12.38,0.502
Soft,25,49.9,100.0,4.837
Medium,31,23.0,39.9,1.982
Medium,18,37.8,27.39,1.168
Hard,31,42.1,11.93,0.486
Medium,21,39.7,40.21,1.768
Medium,4,18.7,3.28,0.131
Medium,27,40.0,48.48,2.105
Hard,7,33.2,2.36,0.115
Medium,34,42.7,67.85,3.085
Hard,12,26.5,3.75,0.16
Soft,12,26.3,42.93,1.916
Hard,26,48.8,11.53,0.51
Medium,19,40.8,31.95,1.524
Medium,45,25.1,64.55,2.918
Medium,13,39.6,20.95,0.851
Soft,21,51.2,100.0,5.093
Medium,17,47.9,35.15,1.511
Soft,4,28.6,10.98,0.533
Medium,23,17.2,26.68,1.17
Hard,26,39.8,10.73,0.51
Soft,34,34.6,100.0,4.472
Medium,5,24.1,4.47,0.191
Soft,41,47.1,100.0,5.07
Hard,15,25.5,5.3,0.204
Medium,29,48.1,57.45,2.764
Hard,28,31.9,9.84,0.432
Soft,45,45.9,100.0,4.929
Hard,3,49.7,1.19,0.049
Medium,28,49.2,60.21,2.511
Soft,2,49.5,10.12,0.481
Medium,12,38.4,19.91,0.963
Soft,33,22.4,100.0,5.043
Soft,42,51.7,100.0,4.665
Soft,21,44.5,100.0,4.469
Hard,7,51.8,2.71,0.129
Soft,3,23.4,5.8,0.256
Medium,18,51.0,37.93,1.5
Hard,17,34.0,6.42,0.289
Hard,39,33.7,14.61,0.754
Medium,32,40.0,64.21,2.993
Medium,29,43.0,57.06,2.259
Hard,5,33.3,1.82,0.09
Medium,4,40.9,5.26,0.267
Hard,45,51.3,17.88,0.738
Hard,36,47.1,13.5,0.615
Hard,13,52.9,5.52,0.261
Medium,25,35.8,41.86,2.15
Hard,36,36.0,12.58,0.485
Soft,24,52.6,100.0,4.691
Soft,20,51.6,100.0,3.955
Soft,2,44.4,8.98,0.389
Soft,14,23.6,46.07,2.112
Hard,23,34.1,7.59,0.363
Hard,36,31.7,13.59,0.702
Hard,17,46.5,7.24,0.343
Soft,45,38.6,100.0,4.868
Soft,33,53.3,100.0,4.363
Soft,44,45.0,100.0,4.488
Soft,7,53.0,64.19,2.625
Medium,40,27.8,67.18,3.47
Hard,14,54.5,5.3,0.256
Hard,32,40.1,12.79,0.542
Hard,36,49.7,15.59,0.673
Soft,11,49.8,100.0,3.868
Medium,36,51.9,81.61,4.193
Soft,11,26.2,45.84,2.033
Soft,25,43.7,100.0,4.154
Medium,15,23.7,16.96,0.836
Soft,19,17.5,44.85,1.982
Hard,36,50.9,16.2,0.706
Soft,30,46.3,100.0,4.977
Hard,18,44.1,7.58,0.356
Soft,6,16.4,6.52,0.261
Medium,34,45.7,66.29,2.84
Soft,30,45.7,100.0,4.813
Medium,43,37.7,79.78,3.294
Medium,43,17.4,58.6,2.98
Hard,24,47.7,9.87,0.433
Hard,40,27.8,14.49,0.631
Medium,5,26.1,5.07,0.262
Medium,44,36.3,87.68,4.276
Medium,10,48.4,18.81,0.774
Hard,23,42.9,8.81,0.349
Medium,7,22.1,7.06,0.325
Soft,44,41.2,100.0,3.942
Medium,30,15.0,35.57,1.832
Hard,0,15.1,0.0,0.0
Medium,10,44.5,15.72,0.64
Hard,18,53.0,6.65,0.341
Soft,38,36.8,100.0,4.844
Medium,18,31.9,29.05,1.438
Medium,38,18.5,51.0,2.323
Hard,41,44.3,17.6,0.816
Hard,31,42.9,12.43,0.508
Soft,0,23.4,0.0,0.0
Hard,25,35.0,8.29,0.394
Medium,23,29.9,37.74,1.847
Hard,23,46.4,8.74,0.391
Hard,24,50.5,9.26,0.427
Medium,26,26.5,33.54,1.512
Soft,8,21.0,17.64,0.784
Soft,16,18.0,32.57,1.419
Soft,44,46.9,100.0,3.829
Medium,20,29.8,30.4,1.427
Soft,6,26.5,18.5,0.872
Medium,27,22.1,37.32,1.555
Medium,27,15.1,32.13,1.295
Hard,32,17.4,11.21,0.438
Soft,16,27.6,81.02,3.882
Hard,27,25.9,9.48,0.446
Soft,38,39.1,100.0,4.471
Soft,42,49.9,100.0,4.689
Hard,12,24.8,3.67,0.15
Medium,27,37.2,45.0,2.159
Medium,33,38.2,62.2,2.669
Soft,28,23.4,100.0,4.41
Hard,6,51.4,2.25,0.092
Soft,15,28.3,72.85,3.601
Hard,45,40.3,16.74,0.763
Medium,14,44.3,23.73,0.944
Hard,33,16.0,11.4,0.475
Hard,25,16.2,7.36,0.302
Medium,11,38.8,17.85,0.831
Medium,3,36.6,3.36,0.174
Soft,26,41.5,100.0,4.547
Soft,28,31.2,100.0,5.149
Hard,26,53.5,11.28,0.466
Hard,30,18.0,10.6,0.546
Soft,22,41.1,100.0,5.05
Hard,36,50.8,14.25,0.551
Soft,44,34.4,100.0,4.398
Medium,8,30.5,8.93,0.37
Soft,17,54.4,100.0,4.497
Medium,22,19.3,25.86,1.261
Soft,39,36.5,100.0,4.356
Soft,9,38.2,49.74,2.063
Medium,30,22.3,39.82,1.979
Hard,35,28.9,13.09,0.644
Hard,44,35.9,15.15,0.674
Hard,43,43.3,18.41,0.83
Hard,44,29.2,16.72,0.818
Soft,37,39.9,100.0,4.515
Medium,43,52.3,100.0,4.884
Medium,41,46.9,100.0,4.757
Medium,4,49.8,6.03,0.256
Medium,14,28.8,18.93,0.82
Soft,18,53.1,100.0,5.163
Medium,39,37.6,68.81,2.689
Medium,36,39.2,69.05,2.774
Soft,9,42.9,61.71,3.116
Hard,43,18.4,15.51,0.789
Soft,2,15.4,1.28,0.051
Medium,3,49.2,4.12,0.181
Hard,30,45.6,12.46,0.593
Soft,34,42.7,100.0,3.971
Medium,15,49.8,28.09,1.3
Soft,7,52.2,58.08,2.906
Soft,2,34.9,6.35,0.248
Medium,39,49.3,97.26,4.619
Medium,23,36.2,42.03,2.134
Soft,37,50.7,100.0,4.019
Medium,16,27.8,23.2,0.993
Soft,11,20.1,25.07,1.288
Hard,19,26.2,5.87,0.274
Hard,36,29.9,11.84,0.524
Hard,38,23.0,14.04,0.582
Soft,20,32.4,100.0,5.056
Medium,0,29.0,0.0,0.0
Hard,23,43.3,8.06,0.355
Soft,26,51.1,100.0,3.911
Soft,33,49.1,100.0,4.777
Hard,41,19.5,13.44,0.549
Soft,43,30.0,100.0,4.134
Hard,9,17.8,2.62,0.119
Hard,37,39.1,14.49,0.665
Soft,32,38.1,100.0,3.835
Hard,11,37.1,3.58,0.144
Hard,22,16.9,6.73,0.262
Soft,6,37.8,28.59,1.251
Medium,44,44.2,93.52,4.838
Hard,26,28.0,9.24,0.422
Hard,17,25.9,5.13,0.257
Hard,27,29.1,9.12,0.357
Soft,31,40.7,100.0,4.753
Medium,16,35.4,23.74,1.059
Medium,25,30.2,36.12,1.8
Hard,3,48.3,1.07,0.041
Hard,19,25.9,6.25,0.248
Soft,6,20.5,12.51,0.61
Hard,14,51.7,5.12,0.223
Medium,24,32.3,34.55,1.781
Medium,1,54.4,1.22,0.06
Medium,41,29.9,68.21,2.913
Hard,36,23.5,12.99,0.597
Soft,37,18.8,100.0,4.483
Soft,29,21.1,100.0,4.626
Hard,12,28.0,3.73,0.178
Hard,24,47.3,8.68,0.347
Soft,29,31.9,100.0,4.496
Medium,11,25.0,13.18,0.534
Soft,4,47.5,23.89,0.956
Hard,26,45.5,9.56,0.428
Soft,40,52.3,100.0,4.121
Soft,0,39.5,0.0,0.0
Medium,23,54.1,48.5,2.205
Soft,13,27.3,53.27,2.179
Soft,32,32.7,100.0,4.909
Medium,20,31.1,32.14,1.469
Medium,34,16.4,41.36,1.768
Hard,2,16.3,0.58,0.029
Hard,42,29.0,16.21,0.785
Hard,7,28.1,2.43,0.121
Soft,5,49.1,31.95,1.517
Hard,21,33.2,6.93,0.325
Medium,29,39.8,58.88,2.888
Hard,6,47.0,2.41,0.124
Soft,22,41.8,100.0,5.152
Soft,18,25.8,79.81,4.01
Hard,38,28.6,12.47,0.493
Soft,26,51.7,100.0,4.016
Medium,25,32.1,40.09,1.691
Medium,42,28.3,72.34,3.386
Medium,14,34.9,22.11,0.973
Medium,38,39.8,73.03,3.385
Soft,42,24.1,100.0,4.87
Soft,14,50.8,100.0,4.952
Soft,11,30.2,57.12,2.578
Medium,39,40.8,79.36,3.456
Medium,24,50.5,51.61,2.137
Soft,45,28.4,100.0,4.715
Soft,12,18.5,24.11,1.127
Soft,43,54.1,100.0,3.978
Soft,28,50.9,100.0,4.509
Medium,12,26.9,14.67,0.726
Soft,28,21.8,100.0,4.864
Hard,7,34.3,2.34,0.109
Medium,35,21.4,44.09,1.997
Medium,42,52.9,100.0,5.085
Medium,42,22.9,57.42,2.743
Medium,44,42.3,93.4,3.592
Medium,19,32.9,26.24,1.164
Hard,30,21.1,10.16,0.403
Medium,22,31.3,33.1,1.53
Soft,24,20.0,83.14,4.012
Medium,9,28.2,9.88,0.383
Medium,16,28.3,19.71,0.993
Hard,8,26.6,2.52,0.101
Medium,15,27.5,18.62,0.729
Medium,5,41.8,6.2,0.307
Hard,24,25.1,8.77,0.372
Medium,13,55.0,26.02,1.332
Soft,1,18.9,0.78,0.036
Medium,27,52.6,55.89,2.655
Medium,4,29.0,4.12,0.168
Medium,33,25.8,50.84,2.006
Medium,4,40.2,5.09,0.196
Soft,31,19.5,100.0,4.692
Hard,19,51.1,7.1,0.328
Soft,17,38.3,100.0,4.31
Hard,12,36.7,4.6,0.2
Soft,29,22.0,100.0,4.806
Hard,3,36.4,0.95,0.043
Soft,24,48.1,100.0,4.014
Medium,45,21.8,60.51,3.038
Hard,38,16.3,13.22,0.646
Hard,24,26.0,7.91,0.328
Hard,0,30.1,0.0,0.0
Hard,7,42.0,2.59,0.117
Hard,30,24.2,9.26,0.377
Hard,24,24.6,8.87,0.436
Medium,11,21.7,12.52,0.517
Medium,39,49.3,82.05,4.059
Soft,41,30.4,100.0,4.615
Medium,29,24.4,38.06,1.889
Soft,26,45.3,100.0,4.319
Hard,13,17.1,4.21,0.204
Soft,36,33.7,100.0,4.237
Medium,6,22.8,6.07,0.298
Hard,27,26.8,9.16,0.429
Soft,45,16.0,100.0,4.779
Soft,29,25.2,100.0,4.249
Medium,41,43.0,80.16,3.989
Medium,5,46.6,7.51,0.374
Hard,12,32.4,4.09,0.196
Hard,10,42.9,4.03,0.202
Soft,27,16.6,58.89,2.682
Hard,36,41.4,13.16,0.596
Soft,23,49.0,100.0,4.657
Hard,41,38.9,17.21,0.728
Hard,36,21.7,11.64,0.546
Medium,31,27.9,48.13,2.245
Medium,22,30.9,32.01,1.295
Hard,43,50.5,18.74,0.969
Soft,34,22.5,100.0,4.397
Medium,3,23.4,2.72,0.107
Soft,40,17.9,100.0,4.851
Hard,33,34.7,12.93,0.607
Hard,16,22.1,4.96,0.239
Soft,21,26.5,100.0,4.273
Medium,18,37.6,29.73,1.389
Hard,27,50.4,12.16,0.557
Soft,23,21.0,85.68,3.526
Hard,12,52.5,4.99,0.254
Medium,11,53.6,20.31,0.911
Hard,18,46.6,6.96,0.346
Medium,34,44.0,72.46,3.563
Hard,9,53.9,3.41,0.135
Medium,30,46.2,61.67,2.447
Hard,2,41.6,0.62,0.03
Soft,10,22.2,25.39,1.019
Hard,21,53.4,8.02,0.317
Medium,38,35.5,64.77,2.611
Medium,16,18.9,18.99,0.966
Medium,14,40.1,22.42,1.16
Soft,7,26.8,22.22,1.122
Soft,21,40.8,100.0,3.993
Hard,25,34.5,9.79,0.44
Hard,2,45.6,0.76,0.036
Hard,22,45.5,7.97,0.324
Hard,19,22.4,6.71,0.32
Medium,12,28.5,16.2,0.71
Hard,2,23.3,0.61,0.03
Hard,45,22.5,13.92,0.698
Medium,28,18.3,33.11,1.345
Hard,35,19.0,10.97,0.47
Medium,35,44.2,72.28,3.524
Hard,24,15.3,6.97,0.287
Medium,18,15.9,19.08,0.79
Hard,39,45.4,15.89,0.717
Soft,38,44.0,100.0,4.764
Medium,31,52.5,78.49,3.605
Hard,36,23.7,12.33,0.49
Hard,41,19.9,14.69,0.674
Hard,43,33.4,15.64,0.635
Hard,5,38.9,1.8,0.07
Medium,5,29.5,5.04,0.251
Medium,33,45.4,75.13,3.785
Medium,13,28.3,15.78,0.791
Soft,8,35.2,44.31,2.056
Medium,27,35.1,48.86,2.486
Medium,34,48.3,71.74,2.811
Medium,10,51.6,16.56,0.783
Medium,22,49.5,47.71,2.021
Hard,16,48.7,5.97,0.278
Medium,23,42.4,41.19,1.687
Soft,21,29.1,100.0,4.72
Soft,43,17.2,100.0,4.019
Medium,36,31.6,61.56,2.878
Hard,21,36.9,7.91,0.368
Medium,33,27.0,47.5,1.92
Soft,16,37.7,100.0,4.051
Soft,10,28.8,45.64,2.321
Medium,2,32.0,1.97,0.095
Hard,32,19.3,9.49,0.398
Hard,36,49.9,15.64,0.752
Hard,37,19.6,11.27,0.578
Hard,6,26.7,1.86,0.073
Medium,0,41.6,0.0,0.0
Medium,40,25.9,57.27,2.656
Medium,14,46.3,23.94,1.203
Soft,26,27.1,100.0,4.759
Hard,14,43.0,5.54,0.225
Medium,13,39.0,21.42,0.823
Medium,8,25.1,8.81,0.347
Medium,45,40.2,86.09,4.075
Hard,44,43.1,18.44,0.917
Hard,41,28.5,15.0,0.665
Medium,32,49.2,64.05,2.534
Hard,35,19.1,10.65,0.52
Medium,24,19.9,27.54,1.113
Hard,2,39.2,0.67,0.027
Hard,29,38.5,9.93,0.438
Soft,22,49.7,100.0,4.946
Medium,39,18.1,49.16,2.311
Soft,7,32.6,28.75,1.428
Soft,15,35.0,99.18,4.505
Soft,19,50.9,100.0,4.856
Medium,35,33.4,64.16,2.626
Soft,31,20.5,100.0,4.261
Soft,14,16.0,20.42,1.021
Medium,24,38.0,44.64,1.871
Medium,4,22.6,3.89,0.152
Soft,22,18.7,58.3,2.408
Medium,34,45.0,74.34,3.002
Medium,41,32.3,66.15,2.8
Soft,1,38.7,2.76,0.106
Soft,41,53.5,100.0,4.758
Soft,15,18.0,33.95,1.592
Soft,45,30.2,100.0,4.105
Medium,26,50.3,58.42,2.494
Hard,19,28.0,6.09,0.295
Soft,13,20.6,33.39,1.375
Medium,32,41.4,65.71,3.244
Hard,28,45.5,11.31,0.541
Hard,26,29.2,9.01,0.383
Soft,41,23.8,100.0,4.728
Medium,0,54.2,0.0,0.0
Medium,18,18.5,18.56,0.884
Hard,41,18.1,12.81,0.517
Medium,29,35.1,45.21,2.307
Medium,0,19.3,0.0,0.0
Soft,12,41.0,91.75,3.822
Soft,43,28.9,100.0,4.642
Medium,12,47.8,21.03,0.889
Medium,9,44.2,13.45,0.673
Medium,43,27.5,66.36,2.885
Medium,32,40.9,65.7,3.055
Medium,30,41.4,56.91,2.66
Soft,24,38.8,100.0,4.088
Soft,44,24.3,100.0,4.484
Hard,35,53.0,15.78,0.78
Soft,10,40.6,68.03,3.393
Soft,38,37.7,100.0,4.982
Medium,39,18.8,50.78,2.024
Hard,29,29.2,11.15,0.573
Hard,2,46.8,0.71,0.033
Medium,44,21.0,55.73,2.447
Soft,10,53.8,98.2,4.171
Medium,4,27.3,3.66,0.141
Medium,24,17.8,29.8,1.387
Hard,12,21.3,3.67,0.187
Hard,38,16.8,12.35,0.528
Soft,27,37.7,100.0,4.924
Soft,18,44.4,100.0,4.82
Hard,4,18.1,1.06,0.047
Soft,41,20.6,100.0,4.538
Medium,40,37.9,74.87,3.745
Soft,44,42.5,100.0,4.033
Soft,29,21.1,100.0,4.891
Soft,23,44.4,100.0,4.128
Hard,39,42.0,14.07,0.671
Soft,40,45.6,100.0,4.496
Hard,30,51.8,11.89,0.587
Medium,38,21.3,52.51,2.34
Medium,34,47.9,70.98,2.722
Hard,45,26.7,14.72,0.716
Medium,21,19.2,23.03,0.962
Hard,24,28.6,7.96,0.307
Medium,9,47.8,14.79,0.579
Hard,43,53.9,18.76,0.793
Hard,39,40.0,15.44,0.737
Soft,3,21.9,5.08,0.2
Soft,0,45.4,0.0,0.0
Hard,13,38.4,5.2,0.262
Hard,45,37.0,18.12,0.712
Hard,28,38.6,10.07,0.412
Hard,21,54.8,9.67,0.468
Medium,36,53.4,78.83,3.316
Soft,10,32.6,54.42,2.515
Hard,35,50.5,15.96,0.641
Hard,17,54.1,7.22,0.35
Soft,26,18.5,71.43,2.938
Hard,26,47.4,9.98,0.39
Hard,33,45.7,14.55,0.579
Hard,41,32.1,13.95,0.629
Soft,31,15.6,66.65,2.837
Hard,42,26.8,13.43,0.6
Soft,11,31.6,58.36,2.706
Soft,45,28.1,100.0,5.009
Hard,13,36.1,4.26,0.188
